0,zN5n1Xsmv0rhExyUALe82w,tCPxYdZVbsDooH3DQsNLqQ,The service at Corner Pub couldn't be better! The staff is so thoughtful and professional and truly cares about their customer. They've done an incredible...,5
1,s8jY8ET8ldPk2IVQJVazyA,tCPxYdZVbsDooH3DQsNLqQ,This was definitely the go to bar spot while in Boston. Pam and her husband are the owners and they are THE BEST. It is a small chill place to hang and have...,5
2,g7qRWPZFpx6ebd0E_l3QXA,tCPxYdZVbsDooH3DQsNLqQ,"I love this place! I don't play Keno, but my wife does. I just eat. The steak and cheese egg rolls are legit. We hung out with bartenders on their days off....",5
0,rTnsT4-9JgES777f_AKxkA,47IRTOlC4kjAf1aFKLZDdA,"So happy this place has stayed open during Covid!! A true Fenway gem. Located literally attached to historic Fenway park. While a game is not in session,...",5
1,Z-F-7JqJlGHW3ukYkjjN1w,47IRTOlC4kjAf1aFKLZDdA,"The bleacher bar has managed to extract 5 stars from this finicky Fenway fan, and each of them are well deserved.

First, kudos for figuring out how to stay...",5
2,Y5wnPS8Wh2niMlCGmPvjYQ,47IRTOlC4kjAf1aFKLZDdA,"You pay for the view, not the food. Chose this place  because the menu pics showed multiple vegetarian options (hummus, portobello sandwich,  etc). Got here...",2
0,wdHUxzOygCQQ5MUj8fpUsg,ZrSNKHiKK_PBB6UHx22FaA,"This is my favorite hole-in-the wall across the river in Boston. The dark wood paneling is cozy, the windows are opened during the summer, and it's the...",5
1,Na0oLpIwr5ol541vykBvkg,ZrSNKHiKK_PBB6UHx22FaA,"Really liked this place, my favorite part was the French onion soup. We got a bunch of appetizers and they were all really good. We went to a few places in...",5
2,Ae2LaS6MyKJgKVzpjSInvw,ZrSNKHiKK_PBB6UHx22FaA,"Food: 3 
Pretty standard bar food menu. Not bad but not great. I had the chicken BLT minus the B.

I don't drink so I have no idea how the drinks...",3
0,zgDmLoHuQCzc8ZcJXnL9LA,UMtKPjI5xsR5Db0pCyECFA,"Went on City Brew Tour in Boston yesterday as part of a group outing and had a great time. Andy, our tour guide was very knowledgable and friendly. He was...",5
1,iR8PZRqljKMPnB0KpPYz7w,UMtKPjI5xsR5Db0pCyECFA,WHAT A JOKE OF A COMPANY! From their COO Berry who clearly is a POS to their customer service reps all HORRIBLE TO WORK WITH. Stay away from this company. I...,1
2,bFvRWNlvtY2gCSbyXA_qfQ,UMtKPjI5xsR5Db0pCyECFA,"DAN WAS AMAZING. I have been on a bunch of tours and he is by far the best guide I've had. He was incredibly knowledgeable, relatable, social, and just an...",5
0,9iUitkYHGQ9_8a8K8a1ryw,xZ22_0eJOgaiKqIhoSHrPw,"I visited on a Sunday afternoon for brunch, they were offering indoor dining. I was seated on the second level. I liked the interior, very warm. The service...",5
1,JtyWzLkWf_a5CcmhReOu_g,xZ22_0eJOgaiKqIhoSHrPw,"Stumbled upon this place during quarantine while liking for a good Mac and cheese!

I have never visited The restaurant before but in case anyone is like...",5
2,pznew5FMAq_-CvxwJcfJ-A,xZ22_0eJOgaiKqIhoSHrPw,"Amazing spot to stop by for brunch!  We walked by a few times and saw that it was always packed and decided to give it a try.

They have a very diverse...",5
0,i2Oe8xe4SKBrPw1YDUBG5g,5HMXgD_gui5n0Tc_hadesg,"I dig the decor - an Ouija board on one wall, headless and limbless mannequin on another, and hands tied to long strings of varying length hang above the...",4
1,qGDzpSmzu6oHiI9bJvmAiQ,5HMXgD_gui5n0Tc_hadesg,"This is such an ecclectic space - there's ravens and an edger allan poe poem on the wall, hand lights over the bar, and a huge ouijie board on the wall. The...",5
2,uKgdOv2xGCGxJlpbXp3Aug,5HMXgD_gui5n0Tc_hadesg,The Gallows has the best burger I've had in Boston so far. And this is coming from someone who loves her burgs! I came in last night with friends for...,5
0,NGhONFOthHHTWwE4zKkBLg,rcn3L8ZeQebdG0K1RSRKXQ,"For years I have wanted to try Drink, as I am a fan of Barbara Lynch's restaurants. We decided to go just about a month ago, and got onto the wait list one...",4
1,V22fR7tC-IrD90ro2OkuQQ,rcn3L8ZeQebdG0K1RSRKXQ,Came here with a friend for a drink on the first night it opened. There was an employee waiting to greet us at the door we did a quick covid questionnaire...,5
2,gSMjnXDT7_JYPI4wdQ6Cmw,rcn3L8ZeQebdG0K1RSRKXQ,Literally amazing. The ppl are SO CHILL. The food? SO FUCKING GOOD. We got the apple empanadas - I hate apple pie/ but I LOVEDDD THIS. I'm not kidding. And...,5
0,lVJoJrRBENRrgRX9C_v80A,OSgeFci6OzwuLzWw5JTX7g,"Started off by walking by and a little nervous to go inside. Once u side we were greeted by all drunk townies. What a great welcome! 

The place is very dim...",5
1,058qyt1Whr0czbcmZb21zg,OSgeFci6OzwuLzWw5JTX7g,"It's a bit raw and probably at the extreme end of diviness. It's intimidating at first glance. Everyone was friendly. Cash-only and cheap. 

A couple of...",4
2,M4l7PSZ0uzwpgT79iIqD9w,OSgeFci6OzwuLzWw5JTX7g,"I don't generally give high reviews for dives , but this one was definitely dirty . One of the men next to me was mumbling nonsense to himself , while the...",3
0,3U99ggCocqdVlYhiJMRdPg,sA2gVTJOBH7Qk32p48ENdQ,"Everything there was so delicious. A little pricey but absolutely worth it. Their fried lobster waffles were unbelievable and they also put some
Fried clams...",5
1,tEwXuvsabkJ99K10E8lcTg,sA2gVTJOBH7Qk32p48ENdQ,"Asked the hotel front desk where to go to get a lobster roll here in Boston. 

Guy recommended Saltie Girl and we were not disappointed! 

Lobster roll was...",5
2,_386m-YUJS1IK1ijaYZyFQ,sA2gVTJOBH7Qk32p48ENdQ,Easiest 5 star review. Has got to be my top 3 restaurants in Boston! Every dish was a 10/10. Love it and cannot wait to be back (although pricey). Walk-ins...,5
0,TSTBAtddiZg4OwFevB2Q7g,FYDP6p5G9ZcI4UW7inh88A,"Harpoon is awesome and I would love to go back! They are currently doing limited walk ins, so make a reservation if you can. We didn't, but we decided to...",5
1,tzv8Ia6MrEQ-SJSOyY9FRg,FYDP6p5G9ZcI4UW7inh88A,"Had a really excellent time here! For covid protocols, they give you about 90 minutes here, which is really plenty of time. The flight list is great as they...",5
